Region,SubRegion,Country/Territory,Type of offence,Year,Drugs,Total,Males,Females,Unknown/Other/ Third/Intersex,Adults,Juveniles,Specify year
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2016,All illicit drugs,19301,15286,4009,,18158,723,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2016,Cannabis-type,9383,7562,1818,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2016,Opioids,588,447,141,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2016,Cocaine-type,396,334,62,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2016,ATS,5716,4399,1316,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2016,Hallucinogens,148,130,18,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2016,Other substances not under int. control,652,478,173,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2016,Other miscellaneous,2310,1843,466,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2017,All illicit drugs,152228,113456,38771,,143109,9119,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2017,Cannabis-type,81738,62266,19471,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2017,Opioids,4704,3530,1174,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2017,Cocaine-type,3322,2821,501,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2017,ATS,42892,30662,12230,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2017,Hallucinogens,885,676,209,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2017,Other substances not under int. control,1,1,0,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2017,Other miscellaneous,16280,11623,4657,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2017,All illicit drugs,21411,17053,4295,,20096,794,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2017,Cannabis-type,9299,7600,1697,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2017,Opioids,654,489,165,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2017,Cocaine-type,1130,1009,121,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2017,ATS,6630,5063,1567,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2017,Hallucinogens,128,102,26,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2017,Other miscellaneous,2541,1980,561,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2019,All illicit drugs,88773,67528,21077,,83402,5370,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2019,Cannabis-type,39492,39758,8673,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2019,Opioids,5565,4199,1362,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2019,Cocaine-type,3397,2925,472,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2019,ATS,29152,21503,7611,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2019,Other substances not under int. control,1870,1456,411,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2019,Other miscellaneous,8053,5905,2139,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2019,All illicit drugs,17159,13650,3459,,16693,457,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2019,Cannabis-type,5835,4716,1104,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2019,Opioids,851,670,181,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2019,Cocaine-type,1358,1185,172,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2019,ATS,6342,4932,1395,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2019,Hallucinogens,857,666,189,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2019,Hallucinogens,150,117,25,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2019,Other substances not under int. control,298,233,65,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2019,Other miscellaneous,1724,1365,358,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2018,All illicit drugs,117241,87664,29258,,108162,8407,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2018,Cannabis-type,54792,42173,12583,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2018,Opioids,5498,4108,1386,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2018,Cocaine-type,3672,3122,550,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2018,ATS,35638,25759,9821,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2018,Hallucinogens,1039,819,218,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2018,Non-specified,5000,3485,1515,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2018,Other substances not under int. control,882,740,142,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2018,Non-specified,10090,7254,2836,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2018,All illicit drugs,16819,13179,3509,,15947,733,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2018,Cannabis-type,6251,5019,1222,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2018,Opioids,636,493,143,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2018,Cocaine-type,1155,1008,145,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2018,ATS,5321,4129,1188,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2018,Hallucinogens,195,166,29,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2018,Other substances not under int. control,130,109,21,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2018,Non-specified,505,357,148,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2018,Non-specified,1548,1203,318,,,,
